binominal,root_order,RD,SRL,references,genus,species,family,order,state
Athyrium_sinense,1.0,-1.3262144109042224,4.755675483475596,"<ArrowStringArray>
['Dong X, Wang H, Gu J, Wang Y, Wang Z. 2014. Root morphology, histology and chemistry of nine fern species (pteridophyta) in a temperate forest. Plant Soil 393: 215-227.']
Length: 1, dtype: str",Athyrium,sinense,Athyriaceae,Polypodiales,AM
Athyrium_spinulosum,1.0,-1.7369169717199753,5.462427447342916,"<ArrowStringArray>
['Dong X, Wang H, Gu J, Wang Y, Wang Z. 2014. Root morphology, histology and chemistry of nine fern species (pteridophyta) in a temperate forest. Plant Soil 393: 215-227.']
Length: 1, dtype: str",Athyrium,spinulosum,Athyriaceae,Polypodiales,AM
Barringtonia_racemosa,1.0,-0.848957732212552,3.0684273961771193,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.', 'Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.']
Length: 2, dtype: str",Barringtonia,racemosa,Lecythidaceae,Ericales,AM
Betula_albosinensis,1.0,-1.5585694665318883,4.046792440037325,"<ArrowStringArray>
['Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.']
Length: 1, dtype: str",Betula,albosinensis,Betulaceae,Fagales,EcM
Betula_costata,1.0,-1.3381893249303756,4.5926809503540955,"<ArrowStringArray>
['Shi W, Wang ZQ, Liu JL, Gu JC, Guo DL. 2008. Fine root morphology of twenty hardwood species in Maoershan Natural Secondary Forest in Northeastern China. Journal of Plant Ecology (Chinese Version) 32: 1217-1226.', 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 2, dtype: str",Betula,costata,Betulaceae,Fagales,EcM
Betula_dahurica,1.0,-1.1547054191239419,4.001737692895864,"<ArrowStringArray>
['Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.', 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 2, dtype: str",Betula,dahurica,Betulaceae,Fagales,EcM
Betula_fruticosa,1.0,-1.2718948208113945,3.88699799929116,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Betula,fruticosa,Betulaceae,Fagales,EcM
Betula_platyphylla,1.0,-1.3813632486636274,4.626467453243464,"<ArrowStringArray>
[                                                                'Shi W, Wang ZQ, Liu JL, Gu JC, Guo DL. 2008. Fine root morphology of twenty hardwood species in Maoershan Natural Secondary Forest in Northeastern China. Journal of Plant Ecology (Chinese Version) 32: 1217-1226.',
 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.',
                                                                           'Wang Y, Gao G, Wang N, Wang Z, Gu J. 2019. Effects of morphology and stand structure on root biomass and length differed between absorptive and transport roots in temperate trees. Plant Soil, in press.']
Length: 3, dtype: str",Betula,platyphylla,Betulaceae,Fagales,EcM
Blastus_cochinchinesis,1.0,-1.5941390392811776,5.32488948298348,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Blastus,cochinchinesis,Melastomataceae,Myrtales,AM
Blastus_pauciflorus,1.0,-1.81533541052795,5.490746388301094,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Blastus,pauciflorus,Melastomataceae,Myrtales,AM
Blechnum_orientale,1.0,-1.5663784229736533,5.222220751507993,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Blechnum,orientale,Blechnaceae,Polypodiales,AM
Calamus_rhabdocladus,1.0,-1.520054351299415,4.637108263275592,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Calamus,rhabdocladus,Arecaceae,Arecales,AM
Caltha_palustris,1.0,-1.5616005830199404,5.84841055554281,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Caltha,palustris,Ranunculaceae,Ranunculales,NMAM
Canarium_album,1.0,-1.6404940454660997,4.647678586222547,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.', 'Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.']
Length: 2, dtype: str",Canarium,album,Burseraceae,Sapindales,AM
Caragana_microphylla,1.0,-0.8915981192837836,3.2204745462318978,"<ArrowStringArray>
['Huang G, Zhao  X-Y, Zhao H-L, Huang Y-X, Zuo X-A. 2010. Linking root morphology, longevity and function to root branch order: a case study in three shrubs. Plant Soil 336: 197-208.']
Length: 1, dtype: str",Caragana,microphylla,Fabaceae,Fabales,AM
Carallia_brachiata,1.0,-1.5405650481477249,4.693547296605504,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Carallia,brachiata,Rhizophoraceae,Malpighiales,AM
Carpinus_betulus,1.0,-1.3223499439271242,3.718345652310577,"<ArrowStringArray>
['Kubisch P, Hertel D, Leuschner C. 2015. Do ectomycorrhizal and arbuscular mycorrhizal temperate tree species systematically differ in root order-related fine root morphology and biomass? Frontiers in Plant Science 6(64): 1-12.']
Length: 1, dtype: str",Carpinus,betulus,Betulaceae,Fagales,EcM
Carpinus_cordata,1.0,-1.9205402575773922,4.15396636985902,"<ArrowStringArray>
['Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.']
Length: 1, dtype: str",Carpinus,cordata,Betulaceae,Fagales,EcM
Carya_glabra,1.0,-1.8325814637483102,4.510603063381709,"<ArrowStringArray>
['McCormack ML, Adams TS, Smithwick EAH, Eissenstat DM. 2012. Predicting fine root lifespan from plant functional traits in temperate trees. New Phytologist 195:823-831.']
Length: 1, dtype: str",Carya,glabra,Juglandaceae,Fagales,EcM
Caryota_maxima,1.0,-1.2301456786299592,4.05301196636022,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Caryota,maxima,Arecaceae,Arecales,AM
Castanea_henryi,1.0,-1.7836127440922864,3.7125959807312525,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Castanea,henryi,Fagaceae,Fagales,EcM
Castanopsis_carlesii,1.0,-1.2976009475472772,4.312779107215744,"<ArrowStringArray>
['Xiong D, Huang J, Yang Z, Lu Z, Chen G, Yang Y. 2012. Fine root architecture and morphology among different branch orders of six subtropical tree species. Acta Ecologica Sinica 32: 1888-1897.', 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 2, dtype: str",Castanopsis,carlesii,Fagaceae,Fagales,EcM
Castanopsis_echinocarpa,1.0,-1.8113705148771706,4.402809173856411,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Castanopsis,echinocarpa,Fagaceae,Fagales,EcM
Castanopsis_eyrei,1.0,-1.636638003622972,4.6279072887905155,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Castanopsis,eyrei,Fagaceae,Fagales,EcM
Castanopsis_faberi,1.0,-1.3810052173341962,4.552548744178532,"<ArrowStringArray>
['Xiong D, Huang J, Yang Z, Lu Z, Chen G, Yang Y. 2012. Fine root architecture and morphology among different branch orders of six subtropical tree species. Acta Ecologica Sinica 32: 1888-1897.', 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 2, dtype: str",Castanopsis,faberi,Fagaceae,Fagales,EcM
Castanopsis_fargesii,1.0,-1.5960282255241827,4.743054926652544,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Castanopsis,fargesii,Fagaceae,Fagales,EcM
Castanopsis_fissa,1.0,-1.5831003121148188,4.537328196268297,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.', 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 2, dtype: str",Castanopsis,fissa,Fagaceae,Fagales,EcM
Castanopsis_hystrix,1.0,-1.7868316309917582,4.257171777528256,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Castanopsis,hystrix,Fagaceae,Fagales,EcM
Castanopsis_wattii,1.0,-1.82504741609423,4.52526080275979,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Castanopsis,wattii,Fagaceae,Fagales,EcM
Catalpa_bignonioides,1.0,-1.2548979384226286,3.617987853502602,"<ArrowStringArray>
[' Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.', 'Valverde et al (unpublished)']
Length: 2, dtype: str",Catalpa,bignonioides,Bignoniaceae,Lamiales,AM
Catunaregam_spinosa,1.0,-1.3587181053497872,4.38502214365368,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Catunaregam,spinosa,Rubiaceae,Gentianales,AM
Caulophyllum_robustum,1.0,-1.0277811079075183,4.518592891171162,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Caulophyllum,robustum,Berberidaceae,Ranunculales,AM
Celtis_sinensis,1.0,-1.963046135002048,4.727387818712341,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Celtis,sinensis,Cannabaceae,Rosales,AM
Cercidiphyllum_japonicum,1.0,-1.5443634646183895,3.308795169285806,"<ArrowStringArray>
[' Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.', 'Valverde et al (unpublished)']
Length: 2, dtype: str",Cercidiphyllum,japonicum,Cercidiphyllaceae,Saxifragales,AM
Chamaecyparis_obtusa,1.0,-0.9662227829984147,3.3772673323464906,"<ArrowStringArray>
['Doi R, Tanikawa T, Miyatani K, Hirano Y. 2017. Intraspecific variation in morphological traits of root branch orders in Chamaecyparis obtusa. Plant Soil 416: 503-513.']
Length: 1, dtype: str",Chamaecyparis,obtusa,Cupressaceae,Pinales,AM
Chenopodium_serotinum,1.0,-2.0527423348664056,4.593390003903858,"<ArrowStringArray>
['Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.']
Length: 1, dtype: str",Chenopodium,serotinum,Amaranthaceae,Caryophyllales,NMAM
Chionanthus_virginicus,1.0,-0.89960999466853,2.6306437235740203,"<ArrowStringArray>
[' Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.', 'Valverde et al (unpublished)']
Length: 2, dtype: str",Chionanthus,virginicus,Oleaceae,Lamiales,AM
Chloranthus_henryi,1.0,-0.7721903879003982,3.6183868591394077,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Chloranthus,henryi,Chloranthaceae,Chloranthales,AM
